distid,createdts,sn,stations_bs,stations_br,stations_mode,stations_signal_strength,stations_tx_link_rate,stations_max_tx_phy_rate,stations_link_rate,stations_max_rx_phy_rate,stations_airtime_utilization,stations_station_name,connect_type,stations_parent_id
DEV_007_2024-12-17 04:00:00,2024-12-17 04:00:00,DEV_007,37,61,58,12,41,28,82,36,94,Station_6,5G_guest,PARENT_6
DEV_007_2024-12-17 08:00:00,2024-12-17 08:00:00,DEV_007,85,71,69,58,99,79,9,48,18,Station_3,6G_guest,PARENT_9
DEV_007_2024-12-17 12:00:00,2024-12-17 12:00:00,DEV_007,77,94,36,49,9,34,76,50,89,Station_2,5G_guest,PARENT_5
DEV_007_2024-12-17 16:00:00,2024-12-17 16:00:00,DEV_007,15,18,77,15,89,98,66,21,87,Station_1,6G_iptv,PARENT_4
DEV_007_2024-12-17 20:00:00,2024-12-17 20:00:00,DEV_007,48,1,7,61,53,95,35,21,60,Station_5,2.4G,PARENT_9
DEV_007_2024-12-18 00:00:00,2024-12-18 00:00:00,DEV_007,10,46,50,62,59,94,17,56,44,Station_3,Ether,PARENT_1
DEV_007_2024-12-18 04:00:00,2024-12-18 04:00:00,DEV_007,32,20,85,46,58,16,76,1,46,Station_3,MoCA,PARENT_9
DEV_007_2024-12-18 08:00:00,2024-12-18 08:00:00,DEV_007,42,13,53,68,60,84,68,41,6,Station_6,6G_iptv,PARENT_1
DEV_007_2024-12-18 12:00:00,2024-12-18 12:00:00,DEV_007,40,66,36,87,19,16,88,34,63,Station_9,6G,PARENT_5
DEV_007_2024-12-18 16:00:00,2024-12-18 16:00:00,DEV_007,84,14,21,90,44,52,79,85,80,Station_4,5G,PARENT_2
DEV_007_2024-12-18 20:00:00,2024-12-18 20:00:00,DEV_007,42,66,28,5,8,73,81,83,42,Station_8,Ether,PARENT_8
DEV_007_2024-12-19 00:00:00,2024-12-19 00:00:00,DEV_007,58,11,97,95,22,54,93,41,85,Station_8,6G_guest,PARENT_7
DEV_007_2024-12-19 04:00:00,2024-12-19 04:00:00,DEV_007,94,87,97,88,6,98,19,23,25,Station_5,Ether,PARENT_1
DEV_007_2024-12-19 08:00:00,2024-12-19 08:00:00,DEV_007,18,44,54,9,2,55,5,20,4,Station_5,MoCA,PARENT_5
DEV_007_2024-12-19 12:00:00,2024-12-19 12:00:00,DEV_007,50,72,96,25,25,89,42,31,92,Station_7,6G,PARENT_3
DEV_007_2024-12-19 16:00:00,2024-12-19 16:00:00,DEV_007,55,60,27,39,78,13,96,35,48,Station_4,5G,PARENT_7
DEV_007_2024-12-19 20:00:00,2024-12-19 20:00:00,DEV_007,5,72,10,2,95,39,25,34,79,Station_8,5G_H_iptv,PARENT_1
DEV_007_2024-12-20 00:00:00,2024-12-20 00:00:00,DEV_007,22,33,70,58,82,30,63,67,95,Station_3,6G_guest,PARENT_6
DEV_007_2024-12-20 04:00:00,2024-12-20 04:00:00,DEV_007,62,63,36,56,6,31,33,74,63,Station_6,5G_H_iptv,PARENT_8
DEV_007_2024-12-20 08:00:00,2024-12-20 08:00:00,DEV_007,24,73,25,23,54,67,32,74,47,Station_3,5G_guest,PARENT_9
DEV_007_2024-12-20 12:00:00,2024-12-20 12:00:00,DEV_007,59,54,79,94,95,78,8,8,95,Station_5,5G,PARENT_3
DEV_007_2024-12-20 16:00:00,2024-12-20 16:00:00,DEV_007,97,12,32,96,21,74,41,42,57,Station_9,MoCA,PARENT_8
DEV_007_2024-12-20 20:00:00,2024-12-20 20:00:00,DEV_007,12,56,58,23,89,93,33,18,41,Station_8,5G_H_iptv,PARENT_4
DEV_007_2024-12-21 00:00:00,2024-12-21 00:00:00,DEV_007,4,13,31,22,39,58,30,34,95,Station_6,5G_iptv,PARENT_1
DEV_007_2024-12-21 04:00:00,2024-12-21 04:00:00,DEV_007,45,77,93,50,26,39,86,52,4,Station_3,5G,PARENT_5
DEV_007_2024-12-21 08:00:00,2024-12-21 08:00:00,DEV_007,73,10,55,33,40,5,73,81,33,Station_1,5G_guest,PARENT_5
DEV_007_2024-12-21 12:00:00,2024-12-21 12:00:00,DEV_007,81,4,71,37,78,13,29,98,98,Station_6,5G_iptv,PARENT_9
DEV_007_2024-12-21 16:00:00,2024-12-21 16:00:00,DEV_007,35,62,20,95,59,44,54,89,58,Station_2,2.4G_guest,PARENT_2
DEV_007_2024-12-21 20:00:00,2024-12-21 20:00:00,DEV_007,46,98,10,19,11,40,40,36,87,Station_7,6G_guest,PARENT_6
DEV_007_2024-12-22 00:00:00,2024-12-22 00:00:00,DEV_007,89,44,45,85,63,91,2,6,99,Station_9,2.4G_guest,PARENT_7
DEV_007_2024-12-22 04:00:00,2024-12-22 04:00:00,DEV_007,97,47,93,27,1,13,67,65,84,Station_8,5G_H_iptv,PARENT_6
DEV_007_2024-12-22 08:00:00,2024-12-22 08:00:00,DEV_007,50,9,55,36,20,10,10,31,84,Station_9,6G_iptv,PARENT_9
DEV_007_2024-12-22 12:00:00,2024-12-22 12:00:00,DEV_007,9,88,4,45,24,78,72,91,53,Station_2,5G_H,PARENT_8
DEV_007_2024-12-22 16:00:00,2024-12-22 16:00:00,DEV_007,58,82,77,29,28,48,52,68,91,Station_4,5G_H,PARENT_9
DEV_007_2024-12-22 20:00:00,2024-12-22 20:00:00,DEV_007,88,3,45,19,49,9,86,22,55,Station_8,5G_H,PARENT_1
DEV_007_2024-12-23 00:00:00,2024-12-23 00:00:00,DEV_007,37,27,35,35,78,52,41,22,22,Station_4,6G,PARENT_4
DEV_007_2024-12-23 04:00:00,2024-12-23 04:00:00,DEV_007,46,34,83,62,10,13,92,8,86,Station_6,6G_guest,PARENT_1
DEV_007_2024-12-23 08:00:00,2024-12-23 08:00:00,DEV_007,40,49,62,19,49,38,82,62,37,Station_5,6G_iptv,PARENT_8
DEV_007_2024-12-23 12:00:00,2024-12-23 12:00:00,DEV_007,7,36,86,37,70,40,78,17,1,Station_2,5G_H_iptv,PARENT_6
DEV_007_2024-12-23 16:00:00,2024-12-23 16:00:00,DEV_007,46,55,21,5,84,41,86,40,87,Station_9,MoCA,PARENT_8
DEV_007_2024-12-23 20:00:00,2024-12-23 20:00:00,DEV_007,89,92,68,23,4,40,61,58,98,Station_4,MoCA,PARENT_8
DEV_007_2024-12-24 00:00:00,2024-12-24 00:00:00,DEV_007,95,96,38,59,63,93,64,71,52,Station_6,5G_guest,PARENT_8
DEV_007_2024-12-24 04:00:00,2024-12-24 04:00:00,DEV_007,70,54,81,97,61,44,1,63,59,Station_3,6G_iptv,PARENT_2
DEV_007_2024-12-24 08:00:00,2024-12-24 08:00:00,DEV_007,80,33,41,4,88,47,46,54,71,Station_9,5G,PARENT_3
DEV_007_2024-12-24 12:00:00,2024-12-24 12:00:00,DEV_007,93,70,36,58,86,86,38,43,67,Station_9,5G,PARENT_2
DEV_007_2024-12-24 16:00:00,2024-12-24 16:00:00,DEV_007,28,30,70,95,18,25,34,72,92,Station_7,Ether,PARENT_9
DEV_007_2024-12-24 20:00:00,2024-12-24 20:00:00,DEV_007,65,59,66,98,96,63,12,44,54,Station_6,5G_guest,PARENT_1
DEV_007_2024-12-25 00:00:00,2024-12-25 00:00:00,DEV_007,22,48,8,80,28,78,68,24,83,Station_6,5G_H_guest,PARENT_1
DEV_007_2024-12-25 04:00:00,2024-12-25 04:00:00,DEV_007,66,91,8,62,37,5,46,4,59,Station_6,6G_iptv,PARENT_8
DEV_007_2024-12-25 08:00:00,2024-12-25 08:00:00,DEV_007,48,74,99,61,53,74,64,16,76,Station_9,6G_guest,PARENT_6
DEV_007_2024-12-25 12:00:00,2024-12-25 12:00:00,DEV_007,67,27,17,89,35,69,62,94,82,Station_4,6G,PARENT_1
DEV_007_2024-12-25 16:00:00,2024-12-25 16:00:00,DEV_007,63,98,56,8,57,76,61,99,3,Station_7,2.4G,PARENT_8
DEV_007_2024-12-25 20:00:00,2024-12-25 20:00:00,DEV_007,62,2,69,68,2,62,11,17,12,Station_5,2.4G,PARENT_3
DEV_007_2024-12-26 00:00:00,2024-12-26 00:00:00,DEV_007,84,21,56,31,31,69,40,2,11,Station_4,5G_H,PARENT_2
DEV_007_2024-12-26 04:00:00,2024-12-26 04:00:00,DEV_007,90,17,60,55,49,75,55,42,77,Station_4,5G_H,PARENT_4
DEV_007_2024-12-26 08:00:00,2024-12-26 08:00:00,DEV_007,75,28,75,73,36,27,6,28,13,Station_7,6G,PARENT_7
DEV_007_2024-12-26 12:00:00,2024-12-26 12:00:00,DEV_007,85,39,24,75,45,90,48,42,84,Station_4,Ether,PARENT_2
DEV_007_2024-12-26 16:00:00,2024-12-26 16:00:00,DEV_007,46,58,12,32,95,8,89,11,26,Station_9,6G_guest,PARENT_3
DEV_007_2024-12-26 20:00:00,2024-12-26 20:00:00,DEV_007,48,17,63,10,34,93,51,45,28,Station_2,2.4G_guest,PARENT_5
DEV_007_2024-12-27 00:00:00,2024-12-27 00:00:00,DEV_007,82,80,3,6,97,60,80,44,66,Station_7,Ether,PARENT_5
DEV_007_2024-12-27 04:00:00,2024-12-27 04:00:00,DEV_007,92,52,1,5,68,93,66,79,5,Station_9,5G_H_guest,PARENT_3
DEV_007_2024-12-27 08:00:00,2024-12-27 08:00:00,DEV_007,74,52,42,81,82,60,89,15,47,Station_1,5G,PARENT_4
DEV_007_2024-12-27 12:00:00,2024-12-27 12:00:00,DEV_007,70,46,52,72,75,26,29,2,24,Station_2,MoCA,PARENT_9
DEV_007_2024-12-27 16:00:00,2024-12-27 16:00:00,DEV_007,85,86,33,32,33,40,62,14,45,Station_5,Ether,PARENT_7
DEV_007_2024-12-27 20:00:00,2024-12-27 20:00:00,DEV_007,81,43,68,97,16,24,21,93,50,Station_4,Ether,PARENT_8
DEV_007_2024-12-28 00:00:00,2024-12-28 00:00:00,DEV_007,9,59,44,70,98,67,18,83,73,Station_8,5G,PARENT_7
DEV_007_2024-12-28 04:00:00,2024-12-28 04:00:00,DEV_007,24,37,44,46,44,75,60,74,3,Station_1,2.4G,PARENT_3
DEV_007_2024-12-28 08:00:00,2024-12-28 08:00:00,DEV_007,5,35,82,91,90,57,31,77,60,Station_2,5G_guest,PARENT_8
DEV_007_2024-12-28 12:00:00,2024-12-28 12:00:00,DEV_007,32,18,33,64,45,38,30,64,42,Station_4,5G_H,PARENT_6
DEV_007_2024-12-28 16:00:00,2024-12-28 16:00:00,DEV_007,79,27,96,53,7,31,88,66,72,Station_4,5G_iptv,PARENT_1
DEV_007_2024-12-28 20:00:00,2024-12-28 20:00:00,DEV_007,65,8,53,68,30,83,61,37,84,Station_5,6G_iptv,PARENT_6
DEV_007_2024-12-29 00:00:00,2024-12-29 00:00:00,DEV_007,62,2,77,8,96,48,14,85,33,Station_4,5G,PARENT_6
DEV_007_2024-12-29 04:00:00,2024-12-29 04:00:00,DEV_007,69,48,30,28,41,76,58,41,11,Station_6,2.4G_guest,PARENT_9
DEV_007_2024-12-29 08:00:00,2024-12-29 08:00:00,DEV_007,48,71,85,82,15,2,97,75,53,Station_7,5G_guest,PARENT_1
DEV_007_2024-12-29 12:00:00,2024-12-29 12:00:00,DEV_007,41,25,69,14,29,52,30,12,91,Station_5,5G_H_guest,PARENT_6
DEV_007_2024-12-29 16:00:00,2024-12-29 16:00:00,DEV_007,27,15,79,98,14,2,46,70,80,Station_9,6G_guest,PARENT_3
DEV_007_2024-12-29 20:00:00,2024-12-29 20:00:00,DEV_007,80,44,86,19,72,44,45,85,67,Station_2,5G_guest,PARENT_1
DEV_008_2024-09-01 00:00:00,2024-09-01 00:00:00,DEV_008,80,47,14,41,69,55,21,80,31,Station_8,5G_H_guest,PARENT_5
DEV_008_2024-09-01 02:00:00,2024-09-01 02:00:00,DEV_008,9,21,56,8,24,80,95,20,5,Station_2,6G_iptv,PARENT_2
DEV_008_2024-09-01 04:00:00,2024-09-01 04:00:00,DEV_008,67,58,96,89,99,30,15,93,2,Station_6,6G_iptv,PARENT_4
DEV_008_2024-09-01 06:00:00,2024-09-01 06:00:00,DEV_008,22,70,93,62,81,96,82,25,18,Station_5,5G_guest,PARENT_6
DEV_008_2024-09-01 08:00:00,2024-09-01 08:00:00,DEV_008,75,29,96,4,69,60,82,72,23,Station_6,6G,PARENT_5
DEV_008_2024-09-01 10:00:00,2024-09-01 10:00:00,DEV_008,22,96,58,92,61,18,67,94,77,Station_1,2.4G,PARENT_7
DEV_008_2024-09-01 12:00:00,2024-09-01 12:00:00,DEV_008,26,17,50,32,22,39,89,32,88,Station_8,6G,PARENT_8
DEV_008_2024-09-01 14:00:00,2024-09-01 14:00:00,DEV_008,44,30,77,23,64,77,30,70,94,Station_2,MoCA,PARENT_8
DEV_008_2024-09-01 16:00:00,2024-09-01 16:00:00,DEV_008,73,54,19,31,25,97,38,55,50,Station_5,5G_H_guest,PARENT_3
DEV_008_2024-09-01 18:00:00,2024-09-01 18:00:00,DEV_008,96,60,86,67,75,88,98,30,15,Station_4,5G_H,PARENT_7
DEV_008_2024-09-01 20:00:00,2024-09-01 20:00:00,DEV_008,99,42,95,27,5,76,98,75,29,Station_8,6G,PARENT_1
DEV_008_2024-09-01 22:00:00,2024-09-01 22:00:00,DEV_008,5,94,50,49,90,73,69,99,55,Station_8,MoCA,PARENT_7
DEV_008_2024-09-02 00:00:00,2024-09-02 00:00:00,DEV_008,67,9,26,66,92,20,90,14,2,Station_4,5G,PARENT_3
DEV_008_2024-09-02 02:00:00,2024-09-02 02:00:00,DEV_008,46,15,32,36,78,35,9,98,95,Station_9,5G_H_guest,PARENT_2
DEV_008_2024-09-02 04:00:00,2024-09-02 04:00:00,DEV_008,49,55,15,66,62,26,42,35,45,Station_4,2.4G_guest,PARENT_3
DEV_008_2024-09-02 06:00:00,2024-09-02 06:00:00,DEV_008,43,92,55,44,91,79,59,54,88,Station_5,MoCA,PARENT_5
DEV_008_2024-09-02 08:00:00,2024-09-02 08:00:00,DEV_008,87,22,50,31,50,29,39,1,65,Station_2,Ether,PARENT_9
DEV_008_2024-09-02 10:00:00,2024-09-02 10:00:00,DEV_008,49,75,37,70,76,35,72,43,65,Station_2,2.4G,PARENT_2
DEV_008_2024-09-02 12:00:00,2024-09-02 12:00:00,DEV_008,42,80,8,6,40,68,23,63,14,Station_9,5G_H_iptv,PARENT_4
DEV_008_2024-09-02 14:00:00,2024-09-02 14:00:00,DEV_008,34,76,21,45,58,15,45,17,50,Station_8,5G_iptv,PARENT_5
DEV_008_2024-09-02 16:00:00,2024-09-02 16:00:00,DEV_008,97,10,66,53,11,56,79,89,34,Station_7,6G,PARENT_4
DEV_008_2024-09-02 18:00:00,2024-09-02 18:00:00,DEV_008,3,14,29,85,17,70,45,53,50,Station_5,MoCA,PARENT_5
DEV_008_2024-09-02 20:00:00,2024-09-02 20:00:00,DEV_008,28,96,71,42,60,2,22,92,97,Station_7,Ether,PARENT_8
DEV_008_2024-09-02 22:00:00,2024-09-02 22:00:00,DEV_008,78,36,61,2,51,34,35,43,11,Station_4,5G_guest,PARENT_4
DEV_008_2024-09-03 00:00:00,2024-09-03 00:00:00,DEV_008,47,81,85,95,5,64,86,53,29,Station_1,5G_H_iptv,PARENT_6
DEV_008_2024-09-03 02:00:00,2024-09-03 02:00:00,DEV_008,10,13,25,15,1,75,44,35,13,Station_3,6G_guest,PARENT_9
DEV_008_2024-09-03 04:00:00,2024-09-03 04:00:00,DEV_008,84,82,64,25,6,5,38,12,55,Station_2,2.4G,PARENT_3
DEV_008_2024-09-03 06:00:00,2024-09-03 06:00:00,DEV_008,31,6,30,96,82,39,9,99,73,Station_6,2.4G,PARENT_4
DEV_008_2024-09-03 08:00:00,2024-09-03 08:00:00,DEV_008,30,45,26,74,70,31,26,71,8,Station_7,5G,PARENT_6
DEV_008_2024-09-03 10:00:00,2024-09-03 10:00:00,DEV_008,48,62,97,16,3,62,56,67,99,Station_7,6G_guest,PARENT_8
DEV_008_2024-09-03 12:00:00,2024-09-03 12:00:00,DEV_008,55,13,15,7,24,13,19,67,5,Station_2,5G,PARENT_4
DEV_008_2024-09-03 14:00:00,2024-09-03 14:00:00,DEV_008,74,64,48,49,84,80,63,7,98,Station_2,5G,PARENT_9
DEV_008_2024-09-03 16:00:00,2024-09-03 16:00:00,DEV_008,74,42,72,85,45,71,40,9,64,Station_7,6G,PARENT_4
DEV_008_2024-09-03 18:00:00,2024-09-03 18:00:00,DEV_008,17,39,63,22,71,45,28,6,81,Station_8,Ether,PARENT_5
DEV_008_2024-09-03 20:00:00,2024-09-03 20:00:00,DEV_008,8,7,80,66,22,43,49,71,26,Station_2,5G_guest,PARENT_7
DEV_008_2024-09-03 22:00:00,2024-09-03 22:00:00,DEV_008,12,41,99,2,52,93,84,53,55,Station_3,5G,PARENT_5
DEV_008_2024-09-04 00:00:00,2024-09-04 00:00:00,DEV_008,13,87,25,58,47,23,3,51,78,Station_3,6G_guest,PARENT_1
DEV_008_2024-09-04 02:00:00,2024-09-04 02:00:00,DEV_008,6,58,84,48,10,14,27,68,83,Station_4,2.4G,PARENT_2
DEV_008_2024-09-04 04:00:00,2024-09-04 04:00:00,DEV_008,57,27,47,88,42,63,58,68,66,Station_6,5G,PARENT_6
DEV_008_2024-09-04 06:00:00,2024-09-04 06:00:00,DEV_008,78,84,98,84,33,73,42,38,77,Station_7,5G_H,PARENT_7
DEV_008_2024-09-04 08:00:00,2024-09-04 08:00:00,DEV_008,69,97,58,49,50,46,1,91,39,Station_6,2.4G_guest,PARENT_4
DEV_008_2024-09-04 10:00:00,2024-09-04 10:00:00,DEV_008,73,63,90,2,61,24,64,5,65,Station_2,5G_iptv,PARENT_3
DEV_008_2024-09-04 12:00:00,2024-09-04 12:00:00,DEV_008,71,4,50,85,73,90,58,1,20,Station_3,6G,PARENT_3
DEV_008_2024-09-04 14:00:00,2024-09-04 14:00:00,DEV_008,10,2,5,71,97,71,66,14,85,Station_2,Ether,PARENT_5
DEV_008_2024-09-04 16:00:00,2024-09-04 16:00:00,DEV_008,13,83,21,30,35,96,51,55,58,Station_2,5G_iptv,PARENT_2
DEV_008_2024-09-04 18:00:00,2024-09-04 18:00:00,DEV_008,12,74,38,3,46,73,57,71,26,Station_2,6G_guest,PARENT_5
DEV_008_2024-09-04 20:00:00,2024-09-04 20:00:00,DEV_008,57,59,82,62,46,18,85,15,6,Station_2,5G_iptv,PARENT_3
DEV_008_2024-09-04 22:00:00,2024-09-04 22:00:00,DEV_008,55,35,2,24,90,62,90,44,4,Station_6,2.4G,PARENT_8
DEV_008_2024-09-05 00:00:00,2024-09-05 00:00:00,DEV_008,30,66,37,18,19,94,9,31,82,Station_5,5G_H_iptv,PARENT_6
DEV_008_2024-09-05 02:00:00,2024-09-05 02:00:00,DEV_008,86,49,40,80,23,94,60,10,75,Station_5,5G_H_guest,PARENT_8
DEV_008_2024-09-05 04:00:00,2024-09-05 04:00:00,DEV_008,74,98,93,17,27,23,91,74,80,Station_2,5G_guest,PARENT_1
DEV_008_2024-09-05 06:00:00,2024-09-05 06:00:00,DEV_008,89,49,17,33,32,14,4,96,62,Station_1,5G_H_guest,PARENT_3
DEV_008_2024-09-05 08:00:00,2024-09-05 08:00:00,DEV_008,14,6,11,28,9,72,30,60,44,Station_6,5G_H_iptv,PARENT_4
DEV_008_2024-09-05 10:00:00,2024-09-05 10:00:00,DEV_008,74,62,53,99,7,63,10,21,94,Station_6,Ether,PARENT_7
DEV_008_2024-09-05 12:00:00,2024-09-05 12:00:00,DEV_008,68,87,33,33,14,2,3,52,18,Station_3,5G,PARENT_4
DEV_008_2024-09-05 14:00:00,2024-09-05 14:00:00,DEV_008,8,71,37,44,26,11,57,81,69,Station_2,6G_iptv,PARENT_4
DEV_008_2024-09-05 16:00:00,2024-09-05 16:00:00,DEV_008,99,82,14,77,86,13,54,5,89,Station_7,5G_guest,PARENT_4
DEV_008_2024-09-05 18:00:00,2024-09-05 18:00:00,DEV_008,85,17,13,59,94,16,60,16,50,Station_3,MoCA,PARENT_2
DEV_008_2024-09-05 20:00:00,2024-09-05 20:00:00,DEV_008,8,91,69,92,58,52,5,23,42,Station_6,5G_H_iptv,PARENT_4
DEV_008_2024-09-05 22:00:00,2024-09-05 22:00:00,DEV_008,26,71,82,83,2,89,44,88,67,Station_7,5G_guest,PARENT_5
DEV_008_2024-09-06 00:00:00,2024-09-06 00:00:00,DEV_008,18,33,46,80,57,85,66,51,45,Station_2,5G_iptv,PARENT_3
DEV_008_2024-09-06 02:00:00,2024-09-06 02:00:00,DEV_008,80,28,28,97,31,44,20,11,11,Station_7,5G_guest,PARENT_5
DEV_008_2024-09-06 04:00:00,2024-09-06 04:00:00,DEV_008,38,99,18,9,42,28,67,23,10,Station_5,Ether,PARENT_9
DEV_008_2024-09-06 06:00:00,2024-09-06 06:00:00,DEV_008,60,87,67,53,17,41,33,92,5,Station_9,5G_iptv,PARENT_9
DEV_008_2024-09-06 08:00:00,2024-09-06 08:00:00,DEV_008,70,6,73,81,13,3,73,14,67,Station_4,2.4G_guest,PARENT_2
DEV_008_2024-09-06 10:00:00,2024-09-06 10:00:00,DEV_008,1,20,93,88,96,19,69,89,88,Station_8,6G_guest,PARENT_7
DEV_008_2024-09-06 12:00:00,2024-09-06 12:00:00,DEV_008,26,27,80,11,91,28,70,45,43,Station_1,2.4G_guest,PARENT_4
DEV_008_2024-09-06 14:00:00,2024-09-06 14:00:00,DEV_008,81,8,24,39,61,50,87,35,48,Station_6,5G,PARENT_9
DEV_008_2024-09-06 16:00:00,2024-09-06 16:00:00,DEV_008,10,97,43,89,1,14,11,26,39,Station_4,6G_guest,PARENT_8
DEV_008_2024-09-06 18:00:00,2024-09-06 18:00:00,DEV_008,87,28,86,18,74,7,16,58,3,Station_8,Ether,PARENT_9
DEV_008_2024-09-06 20:00:00,2024-09-06 20:00:00,DEV_008,4,57,49,79,99,6,54,64,55,Station_2,MoCA,PARENT_8
DEV_008_2024-09-06 22:00:00,2024-09-06 22:00:00,DEV_008,14,57,8,74,92,33,27,2,57,Station_4,5G_iptv,PARENT_8
DEV_008_2024-09-07 00:00:00,2024-09-07 00:00:00,DEV_008,79,25,62,86,87,65,22,26,84,Station_5,5G_H_guest,PARENT_5
DEV_008_2024-09-07 02:00:00,2024-09-07 02:00:00,DEV_008,24,91,45,34,40,1,98,41,26,Station_9,MoCA,PARENT_8
DEV_008_2024-09-07 04:00:00,2024-09-07 04:00:00,DEV_008,91,7,87,58,92,42,97,79,99,Station_2,5G_H,PARENT_9
DEV_008_2024-09-07 06:00:00,2024-09-07 06:00:00,DEV_008,85,69,53,97,88,56,31,18,95,Station_3,Ether,PARENT_8
DEV_008_2024-09-07 08:00:00,2024-09-07 08:00:00,DEV_008,41,30,54,75,95,26,26,41,37,Station_4,5G,PARENT_8
DEV_008_2024-09-07 10:00:00,2024-09-07 10:00:00,DEV_008,48,82,40,60,90,66,17,90,38,Station_5,5G_H_guest,PARENT_1
DEV_008_2024-09-07 12:00:00,2024-09-07 12:00:00,DEV_008,76,70,87,15,25,95,50,71,93,Station_8,6G_guest,PARENT_5
DEV_008_2024-09-07 14:00:00,2024-09-07 14:00:00,DEV_008,72,32,6,28,19,96,44,81,88,Station_9,5G_iptv,PARENT_8
DEV_008_2024-09-07 16:00:00,2024-09-07 16:00:00,DEV_008,57,91,72,90,36,21,18,17,24,Station_7,5G_H,PARENT_9
DEV_008_2024-09-07 18:00:00,2024-09-07 18:00:00,DEV_008,40,69,39,5,14,65,35,81,89,Station_4,6G_iptv,PARENT_1
DEV_008_2024-09-07 20:00:00,2024-09-07 20:00:00,DEV_008,81,96,27,95,81,23,73,5,97,Station_5,6G_guest,PARENT_8
DEV_008_2024-09-07 22:00:00,2024-09-07 22:00:00,DEV_008,3,27,46,22,63,61,85,48,13,Station_3,5G_H_guest,PARENT_3
DEV_008_2024-09-08 00:00:00,2024-09-08 00:00:00,DEV_008,52,13,89,98,39,28,44,71,85,Station_6,5G_H_guest,PARENT_3
DEV_008_2024-09-08 02:00:00,2024-09-08 02:00:00,DEV_008,39,79,36,81,54,20,65,85,44,Station_1,MoCA,PARENT_5
DEV_008_2024-09-08 04:00:00,2024-09-08 04:00:00,DEV_008,60,27,74,86,48,67,52,45,29,Station_2,2.4G_guest,PARENT_2
DEV_008_2024-09-08 06:00:00,2024-09-08 06:00:00,DEV_008,13,14,1,96,80,21,27,22,75,Station_4,5G_guest,PARENT_1
DEV_008_2024-09-08 08:00:00,2024-09-08 08:00:00,DEV_008,29,6,59,13,34,42,12,21,6,Station_7,5G_H,PARENT_5
DEV_008_2024-09-08 10:00:00,2024-09-08 10:00:00,DEV_008,27,82,97,86,6,17,71,60,2,Station_9,5G_H,PARENT_3
DEV_008_2024-09-08 12:00:00,2024-09-08 12:00:00,DEV_008,65,53,40,82,56,59,63,70,63,Station_8,5G_H_guest,PARENT_8
DEV_008_2024-09-08 14:00:00,2024-09-08 14:00:00,DEV_008,10,37,72,89,67,87,89,50,54,Station_7,5G_H_guest,PARENT_7
DEV_008_2024-09-08 16:00:00,2024-09-08 16:00:00,DEV_008,96,22,72,16,43,89,22,91,14,Station_1,2.4G_guest,PARENT_8
DEV_008_2024-09-08 18:00:00,2024-09-08 18:00:00,DEV_008,68,21,27,95,19,18,6,74,72,Station_4,2.4G_guest,PARENT_4
DEV_008_2024-09-08 20:00:00,2024-09-08 20:00:00,DEV_008,68,75,72,83,97,85,17,53,85,Station_3,6G_guest,PARENT_9
DEV_008_2024-09-08 22:00:00,2024-09-08 22:00:00,DEV_008,48,1,23,3,82,12,70,19,72,Station_7,5G_H,PARENT_4
DEV_008_2024-09-09 00:00:00,2024-09-09 00:00:00,DEV_008,6,57,27,61,62,86,58,21,58,Station_9,2.4G_guest,PARENT_1
DEV_008_2024-09-09 02:00:00,2024-09-09 02:00:00,DEV_008,73,78,37,87,93,91,6,67,39,Station_7,5G_iptv,PARENT_3
DEV_008_2024-09-09 04:00:00,2024-09-09 04:00:00,DEV_008,19,53,78,69,20,58,9,11,97,Station_9,2.4G_guest,PARENT_4
DEV_008_2024-09-09 06:00:00,2024-09-09 06:00:00,DEV_008,28,88,43,65,58,83,86,16,22,Station_6,5G_guest,PARENT_8
DEV_008_2024-09-09 08:00:00,2024-09-09 08:00:00,DEV_008,23,92,99,68,3,41,53,57,32,Station_1,5G_H_guest,PARENT_2
DEV_008_2024-09-09 10:00:00,2024-09-09 10:00:00,DEV_008,45,10,95,36,6,70,25,57,16,Station_4,5G,PARENT_3
DEV_008_2024-09-09 12:00:00,2024-09-09 12:00:00,DEV_008,43,53,23,66,58,65,15,62,61,Station_2,5G,PARENT_9
DEV_008_2024-09-09 14:00:00,2024-09-09 14:00:00,DEV_008,5,27,57,82,28,31,59,31,86,Station_1,6G_guest,PARENT_1
DEV_008_2024-09-09 16:00:00,2024-09-09 16:00:00,DEV_008,19,5,55,80,55,62,95,82,65,Station_1,2.4G_guest,PARENT_1
DEV_008_2024-09-09 18:00:00,2024-09-09 18:00:00,DEV_008,68,43,99,23,31,75,91,42,38,Station_5,6G,PARENT_5
DEV_008_2024-09-09 20:00:00,2024-09-09 20:00:00,DEV_008,13,76,56,18,89,9,85,78,61,Station_4,5G_H,PARENT_6
DEV_008_2024-09-09 22:00:00,2024-09-09 22:00:00,DEV_008,68,59,63,80,49,54,97,75,70,Station_9,5G_H_iptv,PARENT_7
DEV_008_2024-09-10 00:00:00,2024-09-10 00:00:00,DEV_008,30,33,4,5,19,57,11,56,34,Station_7,5G_iptv,PARENT_5
DEV_008_2024-09-10 02:00:00,2024-09-10 02:00:00,DEV_008,71,75,95,85,83,13,94,22,15,Station_2,2.4G,PARENT_2
DEV_008_2024-09-10 04:00:00,2024-09-10 04:00:00,DEV_008,71,31,67,99,72,29,38,79,66,Station_6,6G_iptv,PARENT_7
